"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,"Prey of Zooplankton"

timestep\group,Phytoplankton,Detritus,
1,0.87690485,0.123095155
2,0.8857045,0.114295505
3,0.91059965,0.089400314
4,0.9312257,0.06877431
5,0.94082785,0.059172265
6,0.94296515,0.05703484
7,0.9415262,0.058473792
8,0.9389069,0.06109316
9,0.93644685,0.063553184
10,0.93470985,0.06529012
11,0.9337148,0.0662851
12,0.9332119,0.06678805
13,0.93292,0.06708001
14,0.9326494,0.06735065
15,0.9323166,0.06768343
16,0.93191105,0.06808903
17,0.93145055,0.06854944
18,0.93095624,0.06904372
19,0.93043935,0.069560714
20,0.92990047,0.07009951
21,0.9293354,0.07066454
22,0.9287394,0.07126052
23,0.9281106,0.07188939
24,0.9274506,0.07254945
25,0.9267642,0.07323589
26,0.92605716,0.07394283
27,0.92533517,0.07466479
28,0.9246047,0.07539523
29,0.92387164,0.076128416
30,0.9231403,0.07685972
31,0.92241424,0.07758572
32,0.92169607,0.078303955
33,0.9209873,0.07901269
34,0.92028916,0.0797108
35,0.9196025,0.08039753
36,0.9189275,0.08107246
37,0.9182654,0.08173458
38,0.91761523,0.08238476
39,0.916975,0.083024934
40,0.91634655,0.08365342
41,0.9157315,0.08426847
42,0.9151313,0.08486876
43,0.91454667,0.08545329
44,0.9139785,0.0860215
45,0.9134272,0.08657281
46,0.91289324,0.08710681
47,0.912377,0.08762301
48,0.9118788,0.088121064
49,0.91139853,0.08860157
50,0.9109377,0.08906227
51,0.91049945,0.08950056
52,0.9100805,0.08991959
53,0.9096782,0.09032185
54,0.9092914,0.090708606
55,0.90891975,0.09108024
56,0.9085633,0.0914367
57,0.9082222,0.091777824
58,0.90789646,0.09210354
59,0.90758634,0.092413746
60,0.9072914,0.09270859
61,0.9070165,0.09298354
62,0.90675014,0.09324975
63,0.90648735,0.09351271
