"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,FeedingTime

timestep\group,1,2,3,4,5,6,7,8,9,10,11
124,1.1807196,0.9816691,0.69378126,0.82261324,0.993323,0.9664683,0.96511495,1.0645074,1,1,1
125,1.1848915,0.9813354,0.6933622,0.8209284,0.99212533,0.96583766,0.96463525,1.0643477,1,1,1
126,1.1891544,0.9809891,0.69268024,0.81921256,0.9908263,0.96516824,0.9641334,1.0641626,1,1,1
127,1.1934994,0.98062545,0.69179213,0.8175015,0.98943955,0.96445984,0.96360743,1.0639536,1,1,1
128,1.1979092,0.9802383,0.69074136,0.81582206,0.9879783,0.96371627,0.9630539,1.0637249,1,1,1
129,1.2023596,0.97982144,0.6895606,0.81419253,0.9864542,0.9629443,0.9624683,1.063482,1,1,1
130,1.2068212,0.9793695,0.6882742,0.812624,0.9848771,0.96215236,0.9618471,1.0632312,1,1,1
131,1.2112619,0.9788784,0.6869002,0.8111213,0.9832548,0.96134955,0.96118724,1.0629777,1,1,1
132,1.2156467,0.9783453,0.68545216,0.80968463,0.9815922,0.96054417,0.9604867,1.0627254,1,1,1
133,1.2199413,0.9777686,0.68487614,0.8083115,0.9798934,0.95974356,0.9597446,1.0624774,1,1,1
134,1.2241154,0.977135,0.68378115,0.806753,0.97815,0.9589626,0.95893055,1.0622566,1,1,1
135,1.2281783,0.9764599,0.68227863,0.8050562,0.97635835,0.9581924,0.9580617,1.0620487,1,1,1
136,1.2321302,0.9757511,0.6804608,0.8032649,0.97452104,0.95743144,0.95714873,1.0618463,1,1,1
137,1.2359623,0.9750114,0.67840284,0.80141723,0.972644,0.9566827,0.9561978,1.0616455,1,1,1
138,1.239657,0.9742412,0.6761648,0.7995446,0.97073376,0.9559512,0.9552123,1.0614455,1,1,1
139,1.2431915,0.9734397,0.67379445,0.79767233,0.9687973,0.9552431,0.9541942,1.0612464,1,1,1
140,1.2465377,0.97260594,0.67132956,0.7958201,0.9668409,0.9545646,0.9531446,1.0610491,1,1,1
141,1.2496656,0.9717391,0.6687997,0.7940024,0.9648711,0.9539215,0.95206463,1.0608549,1,1,1
142,1.2525444,0.9708389,0.6662281,0.79223,0.96289396,0.9533191,0.9509553,1.0606652,1,1,1
143,1.2551439,0.9699055,0.6636332,0.7905103,0.9609157,0.9527624,0.94981784,1.0604813,1,1,1
144,1.2574351,0.96893984,0.6610298,0.7888486,0.9589437,0.95225763,0.94865394,1.0603056,1,1,1
145,1.2593914,0.9679437,0.6559214,0.787247,0.95698667,0.95181304,0.947466,1.0601413,1,1,1
146,1.2612998,0.9670593,0.65126973,0.7855139,0.9550552,0.9513585,0.9463373,1.0598868,1,1,1
147,1.2630887,0.96619844,0.64700246,0.7836927,0.95314693,0.9508782,0.9452146,1.0595754,1,1,1
148,1.2647034,0.9653178,0.643056,0.7818215,0.95128673,0.9504076,0.9440714,1.0592569,1,1,1
149,1.2660874,0.96439534,0.639372,0.7799247,0.94950104,0.9499998,0.94289327,1.0589759,1,1,1
150,1.2671788,0.96342295,0.6358999,0.7780151,0.947806,0.9497046,0.94167554,1.0587626,1,1,1
151,1.2679154,0.9624023,0.6325983,0.776099,0.94620657,0.94955856,0.94042146,1.0586295,1,1,1
152,1.2682412,0.96134204,0.6294369,0.77418154,0.94469875,0.9495806,0.93914044,1.0585748,1,1,1
153,1.2681124,0.9602552,0.62639624,0.7722705,0.9432749,0.949774,0.9378454,1.058586,1,1,1
154,1.2675003,0.95915616,0.6234658,0.7703784,0.94192684,0.9501284,0.9365507,1.0586445,1,1,1
155,1.2663919,0.95805866,0.6206422,0.76852286,0.9406501,0.9506238,0.9352698,1.0587304,1,1,1
156,1.2647897,0.9569741,0.6179266,0.76672554,0.93944526,0.9512356,0.93401384,1.0588253,1,1,1
157,1.262709,0.9559109,0.61465985,0.76501024,0.938318,0.95193666,0.9327911,1.0589143,1,1,1
158,1.2603202,0.9549326,0.61147904,0.7631733,0.93727255,0.9526635,0.9316284,1.0589455,1,1,1
159,1.2576536,0.95400643,0.60840505,0.7612889,0.9363157,0.9533741,0.93050945,1.0589226,1,1,1
160,1.2547439,0.95311373,0.6054507,0.7594228,0.93547297,0.9540612,0.9294246,1.0588651,1,1,1
161,1.2516185,0.95224166,0.6026205,0.7576265,0.9347722,0.95473456,0.9283662,1.0587957,1,1,1
162,1.2482928,0.95138186,0.5999126,0.75593656,0.93423545,0.95540875,0.9273287,1.0587331,1,1,1
163,1.2447754,0.9505299,0.59732217,0.7543776,0.93387586,0.9560973,0.92630947,1.0586894,1,1,1
164,1.2410699,0.9496848,0.5948438,0.752965,0.9336983,0.95680875,0.92530864,1.0586692,1,1,1
165,1.2371802,0.9488488,0.5924727,0.75170803,0.9337007,0.95754564,0.9243287,1.0586715,1,1,1
166,1.2331123,0.94802564,0.59020555,0.75061256,0.9338765,0.9583055,0.92337376,1.0586904,1,1,1
167,1.2288767,0.9472201,0.5880407,0.749682,0.9342165,0.95908123,0.9224483,1.0587181,1,1,1
168,1.224489,0.94643664,0.5859776,0.7489185,0.9347102,0.9598634,0.92155623,1.0587457,1,1,1
169,1.2199692,0.94567907,0.5853931,0.7483235,0.93534774,0.9606418,0.920701,1.058766,1,1,1
170,1.2153064,0.9449104,0.58431345,0.7476312,0.93610466,0.9614301,0.91983366,1.0588185,1,1,1
171,1.2105772,0.94416475,0.5828874,0.74689615,0.9369678,0.96220756,0.9189844,1.0588762,1,1,1
172,1.2058429,0.9434579,0.58123136,0.74616677,0.93792725,0.9629574,0.9181694,1.0589205,1,1,1
173,1.2011511,0.9427953,0.5794345,0.74548435,0.9389764,0.9636685,0.9173959,1.0589409,1,1,1
174,1.1965393,0.9421769,0.5775642,0.74488175,0.94011056,0.9643358,0.91666657,1.0589335,1,1,1
175,1.192034,0.94159955,0.5756694,0.744383,0.9413259,0.9649598,0.9159801,1.058899,1,1,1
176,1.1876532,0.941059,0.57378495,0.74400353,0.94261783,0.96554494,0.915334,1.0588417,1,1,1
177,1.1834078,0.9405505,0.57193464,0.7437514,0.9439809,0.96609896,0.9147249,1.0587671,1,1,1
178,1.1793034,0.9400702,0.5701343,0.7436281,0.94540745,0.9666303,0.91415,1.0586803,1,1,1
179,1.1753417,0.9396153,0.5683937,0.7436299,0.94688827,0.96714747,0.9136067,1.0585858,1,1,1
180,1.1715225,0.939184,0.5667188,0.7437496,0.9484125,0.9676573,0.91309345,1.058486,1,1,1
181,1.1678449,0.9387756,0.56774473,0.74397874,0.9499686,0.9681653,0.91260934,1.0583827,1,1,1
182,1.1641809,0.93828917,0.5678673,0.7440111,0.95152354,0.96873975,0.9120569,1.0583794,1,1,1
183,1.1606096,0.93780124,0.56733334,0.7438962,0.953064,0.96937406,0.9114966,1.0584296,1,1,1
184,1.1571847,0.93734944,0.5663354,0.7436808,0.95457095,0.9700422,0.91096175,1.0584888,1,1,1
185,1.1539472,0.93695116,0.56502324,0.7434102,0.9560293,0.9707124,0.9104707,1.0585234,1,1,1
186,1.1509302,0.93661207,0.5635115,0.74312735,0.9574323,0.97135705,0.91003156,1.0585124,1,1,1
187,1.1481591,0.93633074,0.56188583,0.7428698,0.95878214,0.9719582,0.9096457,1.0584484,1,1,1
188,1.1456516,0.9361009,0.5602081,0.7426676,0.9600868,0.972509,0.9093098,1.0583339,1,1,1
189,1.1434157,0.9359147,0.55852103,0.7425422,0.96135753,0.9730125,0.909018,1.0581783,1,1,1
190,1.141451,0.93576354,0.5568528,0.74250597,0.9626053,0.9734779,0.90876347,1.0579939,1,1,1
191,1.1397501,0.9356399,0.55522096,0.74256325,0.963839,0.97391874,0.90853983,1.057793,1,1,1
192,1.1382995,0.93553823,0.5536357,0.7427122,0.96506387,0.97434837,0.9083427,1.057586,1,1,1
193,1.1370823,0.9354551,0.5531478,0.7429468,0.9662819,0.97477865,0.9081691,1.0573792,1,1,1
194,1.13608,0.93536544,0.55219847,0.74297374,0.9674765,0.97523284,0.90797716,1.0572073,1,1,1
195,1.1353133,0.9352913,0.55093,0.74284256,0.9686376,0.97569925,0.9077893,1.0570513,1,1,1
196,1.1347935,0.9352436,0.5494505,0.7425994,0.969761,0.976171,0.90761876,1.0568981,1,1,1
197,1.1345242,0.935227,0.54784113,0.74228555,0.97084606,0.9766445,0.9074735,1.0567394,1,1,1
198,1.1345028,0.93524265,0.54616183,0.7419363,0.9718945,0.9771188,0.9073577,1.0565708,1,1,1
199,1.1347218,0.93529016,0.54445624,0.7415811,0.9729093,0.9775947,0.90727323,1.0563897,1,1,1
200,1.1351703,0.9353682,0.54275554,0.7412433,0.97389394,0.9780742,0.9072207,1.0561956,1,1,1
201,1.1358358,0.9354751,0.54108155,0.7409412,0.9748519,0.9785595,0.9071999,1.0559891,1,1,1
202,1.1367038,0.9356093,0.539449,0.74068826,0.9757868,0.9790531,0.9072106,1.0557712,1,1,1
203,1.1377602,0.93576956,0.53786767,0.7404939,0.9767021,0.97955716,0.9072523,1.0555428,1,1,1
204,1.1389911,0.93595517,0.5363437,0.74036455,0.97760075,0.9800727,0.9073246,1.0553049,1,1,1
205,1.1403844,0.9361656,0.5348807,0.74030393,0.97848576,0.9806005,0.90742743,1.0550578,1,1,1
206,1.142006,0.936429,0.533284,0.74003214,0.97935045,0.9811213,0.9075587,1.054784,1,1,1
207,1.1438599,0.93673056,0.5316154,0.7396094,0.98018545,0.981608,0.90771425,1.0544819,1,1,1
208,1.1459514,0.9370623,0.5299196,0.7390915,0.9810006,0.98206294,0.9078933,1.054163,1,1,1
209,1.1482782,0.93741876,0.52822715,0.7385238,0.9818111,0.98250425,0.9080945,1.0538414,1,1,1
210,1.1508288,0.93779594,0.52655774,0.7379406,0.9826294,0.98295474,0.9083173,1.0535288,1,1,1
211,1.1535838,0.93819207,0.52492404,0.73736656,0.9834618,0.98343354,0.9085621,1.0532314,1,1,1
212,1.1565201,0.93860775,0.5233345,0.73681957,0.98430926,0.9839541,0.9088312,1.0529498,1,1,1
213,1.1596148,0.93904555,0.5217952,0.73631316,0.9851693,0.98452276,0.90912765,1.0526806,1,1,1
214,1.1628473,0.9395087,0.5203109,0.7358584,0.9860376,0.9851397,0.90945554,1.0524174,1,1,1
215,1.1662016,0.94000083,0.51888555,0.73546493,0.9869101,0.98580027,0.90981877,1.0521531,1,1,1
216,1.1696664,0.9405251,0.5175223,0.73514163,0.9877841,0.98649615,0.9102208,1.0518807,1,1,1
217,1.1732357,0.94108397,0.5186099,0.73489743,0.9886593,0.98721755,0.9106639,1.0515944,1,1,1
218,1.17681,0.94158614,0.5188062,0.73441356,0.98951393,0.98801965,0.9110543,1.0513897,1,1,1
219,1.1804578,0.9421035,0.5183847,0.7337618,0.9903508,0.9888868,0.91145164,1.0512205,1,1,1
220,1.1842248,0.9426693,0.5175473,0.7330079,0.99116737,0.9897871,0.9118869,1.051047,1,1,1
221,1.1881471,0.9432975,0.51644266,0.73221296,0.9919655,0.990688,0.91237587,1.0508412,1,1,1
222,1.1922529,0.9439917,0.51517874,0.7314315,0.9927539,0.9915646,0.9129251,1.0505894,1,1,1
223,1.1965644,0.94474894,0.5138319,0.7307095,0.9935482,0.99240386,0.9135349,1.0502898,1,1,1
224,1.2010958,0.945563,0.5124545,0.7300826,0.9943669,0.9932048,0.9142017,1.0499486,1,1,1
225,1.2058527,0.94642633,0.51108116,0.7295753,0.9952279,0.99397534,0.91492033,1.0495771,1,1,1
226,1.2108322,0.947332,0.50973356,0.7292019,0.9961465,0.9947297,0.9156854,1.0491883,1,1,1
227,1.216025,0.94827455,0.50842464,0.7289679,0.9971329,0.9954842,0.91649264,1.0487933,1,1,1
228,1.2214172,0.9492504,0.5071617,0.7288719,0.9981924,0.996255,0.9173393,1.0484009,1,1,1
229,1.2269926,0.9502583,0.5087981,0.7289086,0.9993257,0.99705577,0.9182245,1.0480168,1,1,1
230,1.2326018,0.9511823,0.50935763,0.72872865,1.000503,0.99798244,0.91903454,1.0477642,1,1,1
231,1.2383083,0.9521133,0.5091749,0.7283892,1.001716,0.99903154,0.91984355,1.0475882,1,1,1
232,1.2441516,0.9530956,0.50849384,0.7279441,1.0029479,1.0001746,0.9206919,1.0474386,1,1,1
233,1.2501627,0.95415086,0.5074927,0.7274462,1.0041858,1.0013767,0.92160285,1.0472776,1,1,1
234,1.2563701,0.9552879,0.5062999,0.726946,1.0054277,1.0026089,0.92258763,1.047083,1,1,1
235,1.2627995,0.95650727,0.5050063,0.7264882,1.0066817,1.0038533,0.9236501,1.0468473,1,1,1
236,1.2694716,0.9578049,0.5036742,0.7261093,1.007963,1.0051049,0.92478913,1.0465745,1,1,1
237,1.2764003,0.95917416,0.50234467,0.7258366,1.0092896,1.0063691,0.92600036,1.0462754,1,1,1
238,1.2835917,0.9606081,0.50104356,0.72568744,1.01068,1.007659,0.9272785,1.0459644,1,1,1
239,1.2910448,0.96210116,0.49978626,0.72567075,1.0121487,1.008991,0.9286192,1.0456558,1,1,1
240,1.2987535,0.9636493,0.4985815,0.7257883,1.0137075,1.0103824,0.93001956,1.0453618,1,1,1
241,1.3067087,0.9652512,0.50084555,0.72603816,1.0153633,1.0118486,0.9314785,1.045091,1,1,1
242,1.3146652,0.9667452,0.5019366,0.7262476,1.0170958,1.0135252,0.932862,1.0450029,1,1,1
243,1.3226955,0.9682537,0.5022315,0.72643745,1.0189079,1.0154206,0.93426377,1.045034,1,1,1
