"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,MortFleetGroup

timestep,fleet,group,value
92,3,1,0
92,3,2,0
92,3,3,0
92,3,4,0
92,3,5,0.3333333
92,3,6,0.17142859
92,3,7,0
92,3,8,0
92,3,9,0
92,3,10,0
92,3,11,0
92,4,1,0
92,4,2,0
92,4,3,0
92,4,4,0
92,4,5,0
92,4,6,0.028571427
92,4,7,0
92,4,8,0
92,4,9,0
92,4,10,0
92,4,11,0
92,5,1,0
92,5,2,0
92,5,3,0
92,5,4,0
92,5,5,0
92,5,6,0
92,5,7,0.625
92,5,8,0
92,5,9,0
92,5,10,0
92,5,11,0
93,1,1,0
93,1,2,0
93,1,3,0
93,1,4,0
93,1,5,0
93,1,6,0
93,1,7,0
93,1,8,0
93,1,9,0
93,1,10,0
93,1,11,0
93,2,1,0
93,2,2,0
93,2,3,0.21104997
93,2,4,0.15633334
93,2,5,0
93,2,6,0
93,2,7,0
93,2,8,0
93,2,9,0
93,2,10,0
93,2,11,0
93,3,1,0
93,3,2,0
93,3,3,0
93,3,4,0
93,3,5,0.3333333
93,3,6,0.17142858
93,3,7,0
93,3,8,0
93,3,9,0
93,3,10,0
93,3,11,0
93,4,1,0
93,4,2,0
93,4,3,0
93,4,4,0
93,4,5,0
93,4,6,0.028571427
93,4,7,0
93,4,8,0
93,4,9,0
93,4,10,0
93,4,11,0
93,5,1,0
93,5,2,0
93,5,3,0
93,5,4,0
93,5,5,0
93,5,6,0
93,5,7,0.625
93,5,8,0
93,5,9,0
93,5,10,0
93,5,11,0
94,1,1,0
94,1,2,0
94,1,3,0
94,1,4,0
94,1,5,0
94,1,6,0
94,1,7,0
94,1,8,0
94,1,9,0
94,1,10,0
94,1,11,0
94,2,1,0
94,2,2,0
94,2,3,0.21104997
94,2,4,0.15633336
94,2,5,0
94,2,6,0
94,2,7,0
94,2,8,0
94,2,9,0
94,2,10,0
94,2,11,0
94,3,1,0
94,3,2,0
94,3,3,0
94,3,4,0
94,3,5,0.3333333
94,3,6,0.17142858
94,3,7,0
94,3,8,0
94,3,9,0
94,3,10,0
94,3,11,0
94,4,1,0
94,4,2,0
94,4,3,0
94,4,4,0
94,4,5,0
94,4,6,0.028571429
94,4,7,0
94,4,8,0
94,4,9,0
94,4,10,0
94,4,11,0
94,5,1,0
94,5,2,0
94,5,3,0
94,5,4,0
94,5,5,0
94,5,6,0
94,5,7,0.625
94,5,8,0
94,5,9,0
94,5,10,0
94,5,11,0
95,1,1,0
95,1,2,0
95,1,3,0
95,1,4,0
95,1,5,0
95,1,6,0
95,1,7,0
95,1,8,0
95,1,9,0
95,1,10,0
95,1,11,0
95,2,1,0
95,2,2,0
95,2,3,0.21104997
95,2,4,0.15633334
95,2,5,0
95,2,6,0
95,2,7,0
95,2,8,0
95,2,9,0
95,2,10,0
95,2,11,0
95,3,1,0
95,3,2,0
95,3,3,0
95,3,4,0
95,3,5,0.3333333
95,3,6,0.17142858
95,3,7,0
95,3,8,0
95,3,9,0
95,3,10,0
95,3,11,0
95,4,1,0
95,4,2,0
95,4,3,0
95,4,4,0
95,4,5,0
95,4,6,0.028571429
95,4,7,0
95,4,8,0
95,4,9,0
95,4,10,0
95,4,11,0
95,5,1,0
95,5,2,0
95,5,3,0
95,5,4,0
95,5,5,0
95,5,6,0
95,5,7,0.625
95,5,8,0
95,5,9,0
95,5,10,0
95,5,11,0
96,1,1,0
96,1,2,0
96,1,3,0
96,1,4,0
96,1,5,0
96,1,6,0
96,1,7,0
96,1,8,0
96,1,9,0
96,1,10,0
96,1,11,0
96,2,1,0
96,2,2,0
96,2,3,0.21104997
96,2,4,0.15633334
96,2,5,0
96,2,6,0
96,2,7,0
96,2,8,0
96,2,9,0
96,2,10,0
96,2,11,0
96,3,1,0
96,3,2,0
96,3,3,0
96,3,4,0
96,3,5,0.3333333
96,3,6,0.17142856
96,3,7,0
96,3,8,0
96,3,9,0
96,3,10,0
96,3,11,0
96,4,1,0
96,4,2,0
96,4,3,0
96,4,4,0
96,4,5,0
96,4,6,0.028571427
96,4,7,0
96,4,8,0
96,4,9,0
96,4,10,0
96,4,11,0
96,5,1,0
96,5,2,0
96,5,3,0
96,5,4,0
96,5,5,0
96,5,6,0
96,5,7,0.625
96,5,8,0
96,5,9,0
96,5,10,0
96,5,11,0
97,1,1,0
97,1,2,0
97,1,3,0
97,1,4,0
97,1,5,0
97,1,6,0
97,1,7,0
97,1,8,0
97,1,9,0
97,1,10,0
97,1,11,0
97,2,1,0
97,2,2,0
97,2,3,0.22154999
97,2,4,0.16411112
97,2,5,0
97,2,6,0
97,2,7,0
97,2,8,0
97,2,9,0
97,2,10,0
97,2,11,0
97,3,1,0
97,3,2,0
97,3,3,0
97,3,4,0
97,3,5,0.3333333
97,3,6,0.17142859
97,3,7,0
97,3,8,0
97,3,9,0
97,3,10,0
97,3,11,0
97,4,1,0
97,4,2,0
97,4,3,0
97,4,4,0
97,4,5,0
97,4,6,0.028571429
97,4,7,0
97,4,8,0
97,4,9,0
97,4,10,0
97,4,11,0
97,5,1,0
97,5,2,0
97,5,3,0
97,5,4,0
97,5,5,0
97,5,6,0
97,5,7,0.625
97,5,8,0
97,5,9,0
97,5,10,0
97,5,11,0
98,1,1,0
98,1,2,0
98,1,3,0
98,1,4,0
98,1,5,0
98,1,6,0
98,1,7,0
98,1,8,0
98,1,9,0
98,1,10,0
98,1,11,0
98,2,1,0
98,2,2,0
98,2,3,0.22154999
98,2,4,0.16411112
98,2,5,0
98,2,6,0
98,2,7,0
98,2,8,0
98,2,9,0
98,2,10,0
98,2,11,0
98,3,1,0
98,3,2,0
98,3,3,0
98,3,4,0
98,3,5,0.3333333
98,3,6,0.17142858
98,3,7,0
98,3,8,0
98,3,9,0
98,3,10,0
98,3,11,0
98,4,1,0
98,4,2,0
98,4,3,0
98,4,4,0
98,4,5,0
98,4,6,0.028571429
98,4,7,0
98,4,8,0
98,4,9,0
98,4,10,0
98,4,11,0
98,5,1,0
98,5,2,0
98,5,3,0
98,5,4,0
98,5,5,0
98,5,6,0
98,5,7,0.625
98,5,8,0
98,5,9,0
98,5,10,0
98,5,11,0
99,1,1,0
99,1,2,0
99,1,3,0
99,1,4,0
99,1,5,0
99,1,6,0
99,1,7,0
99,1,8,0
99,1,9,0
99,1,10,0
99,1,11,0
99,2,1,0
99,2,2,0
99,2,3,0.22154999
99,2,4,0.16411112
99,2,5,0
99,2,6,0
99,2,7,0
99,2,8,0
99,2,9,0
99,2,10,0
99,2,11,0
99,3,1,0
99,3,2,0
99,3,3,0
99,3,4,0
99,3,5,0.3333333
99,3,6,0.17142858
99,3,7,0
99,3,8,0
99,3,9,0
99,3,10,0
99,3,11,0
99,4,1,0
99,4,2,0
99,4,3,0
99,4,4,0
99,4,5,0
99,4,6,0.028571427
99,4,7,0
99,4,8,0
99,4,9,0
99,4,10,0
99,4,11,0
99,5,1,0
99,5,2,0
99,5,3,0
99,5,4,0
99,5,5,0
99,5,6,0
99,5,7,0.625
99,5,8,0
99,5,9,0
99,5,10,0
99,5,11,0
100,1,1,0
100,1,2,0
100,1,3,0
100,1,4,0
100,1,5,0
100,1,6,0
100,1,7,0
100,1,8,0
100,1,9,0
100,1,10,0
100,1,11,0
100,2,1,0
100,2,2,0
100,2,3,0.22154999
100,2,4,0.16411112
100,2,5,0
100,2,6,0
100,2,7,0
100,2,8,0
100,2,9,0
100,2,10,0
100,2,11,0
100,3,1,0
100,3,2,0
100,3,3,0
100,3,4,0
100,3,5,0.3333333
100,3,6,0.17142858
100,3,7,0
100,3,8,0
100,3,9,0
100,3,10,0
100,3,11,0
100,4,1,0
100,4,2,0
100,4,3,0
100,4,4,0
100,4,5,0
100,4,6,0.028571427
100,4,7,0
100,4,8,0
100,4,9,0
100,4,10,0
100,4,11,0
100,5,1,0
100,5,2,0
100,5,3,0
100,5,4,0
100,5,5,0
100,5,6,0
100,5,7,0.625
100,5,8,0
100,5,9,0
100,5,10,0
100,5,11,0
101,1,1,0
101,1,2,0
101,1,3,0
101,1,4,0
101,1,5,0
101,1,6,0
101,1,7,0
101,1,8,0
101,1,9,0
101,1,10,0
101,1,11,0
101,2,1,0
101,2,2,0
101,2,3,0.22154999
101,2,4,0.16411112
101,2,5,0
101,2,6,0
101,2,7,0
101,2,8,0
101,2,9,0
101,2,10,0
101,2,11,0
101,3,1,0
101,3,2,0
101,3,3,0
101,3,4,0
101,3,5,0.3333333
101,3,6,0.17142859
101,3,7,0
101,3,8,0
101,3,9,0
101,3,10,0
101,3,11,0
101,4,1,0
101,4,2,0
101,4,3,0
101,4,4,0
101,4,5,0
101,4,6,0.028571429
101,4,7,0
101,4,8,0
101,4,9,0
101,4,10,0
101,4,11,0
101,5,1,0
101,5,2,0
101,5,3,0
101,5,4,0
101,5,5,0
101,5,6,0
101,5,7,0.625
101,5,8,0
101,5,9,0
101,5,10,0
101,5,11,0
102,1,1,0
102,1,2,0
102,1,3,0
102,1,4,0
102,1,5,0
102,1,6,0
102,1,7,0
102,1,8,0
102,1,9,0
102,1,10,0
102,1,11,0
102,2,1,0
102,2,2,0
102,2,3,0.22154997
102,2,4,0.16411112
102,2,5,0
102,2,6,0
102,2,7,0
102,2,8,0
102,2,9,0
102,2,10,0
102,2,11,0
102,3,1,0
102,3,2,0
102,3,3,0
102,3,4,0
102,3,5,0.3333333
102,3,6,0.17142859
102,3,7,0
102,3,8,0
102,3,9,0
102,3,10,0
102,3,11,0
102,4,1,0
102,4,2,0
102,4,3,0
102,4,4,0
102,4,5,0
102,4,6,0.028571429
102,4,7,0
102,4,8,0
102,4,9,0
102,4,10,0
102,4,11,0
102,5,1,0
102,5,2,0
102,5,3,0
102,5,4,0
102,5,5,0
102,5,6,0
102,5,7,0.625
102,5,8,0
102,5,9,0
102,5,10,0
102,5,11,0
103,1,1,0
103,1,2,0
103,1,3,0
103,1,4,0
103,1,5,0
103,1,6,0
103,1,7,0
103,1,8,0
103,1,9,0
103,1,10,0
103,1,11,0
103,2,1,0
103,2,2,0
103,2,3,0.22154999
103,2,4,0.16411112
103,2,5,0
103,2,6,0
103,2,7,0
103,2,8,0
103,2,9,0
103,2,10,0
103,2,11,0
103,3,1,0
103,3,2,0
103,3,3,0
103,3,4,0
103,3,5,0.3333333
103,3,6,0.17142858
103,3,7,0
103,3,8,0
103,3,9,0
103,3,10,0
103,3,11,0
103,4,1,0
103,4,2,0
103,4,3,0
103,4,4,0
103,4,5,0
103,4,6,0.028571427
103,4,7,0
103,4,8,0
103,4,9,0
103,4,10,0
103,4,11,0
103,5,1,0
103,5,2,0
103,5,3,0
103,5,4,0
103,5,5,0
103,5,6,0
103,5,7,0.625
103,5,8,0
103,5,9,0
103,5,10,0
103,5,11,0
104,1,1,0
104,1,2,0
104,1,3,0
104,1,4,0
104,1,5,0
104,1,6,0
104,1,7,0
104,1,8,0
104,1,9,0
104,1,10,0
104,1,11,0
104,2,1,0
104,2,2,0
104,2,3,0.22154999
104,2,4,0.16411112
104,2,5,0
104,2,6,0
104,2,7,0
104,2,8,0
104,2,9,0
104,2,10,0
104,2,11,0
104,3,1,0
104,3,2,0
104,3,3,0
104,3,4,0
104,3,5,0.3333333
104,3,6,0.17142858
104,3,7,0
104,3,8,0
104,3,9,0
104,3,10,0
104,3,11,0
104,4,1,0
104,4,2,0
104,4,3,0
104,4,4,0
104,4,5,0
104,4,6,0.028571427
104,4,7,0
104,4,8,0
104,4,9,0
104,4,10,0
104,4,11,0
104,5,1,0
104,5,2,0
104,5,3,0
104,5,4,0
104,5,5,0
104,5,6,0
104,5,7,0.625
104,5,8,0
104,5,9,0
104,5,10,0
104,5,11,0
105,1,1,0
105,1,2,0
105,1,3,0
105,1,4,0
105,1,5,0
105,1,6,0
105,1,7,0
105,1,8,0
105,1,9,0
105,1,10,0
105,1,11,0
105,2,1,0
105,2,2,0
105,2,3,0.22154999
105,2,4,0.16411112
105,2,5,0
105,2,6,0
105,2,7,0
105,2,8,0
105,2,9,0
105,2,10,0
105,2,11,0
105,3,1,0
105,3,2,0
105,3,3,0
105,3,4,0
105,3,5,0.3333333
105,3,6,0.17142858
105,3,7,0
105,3,8,0
105,3,9,0
105,3,10,0
105,3,11,0
105,4,1,0
105,4,2,0
105,4,3,0
105,4,4,0
105,4,5,0
105,4,6,0.028571427
105,4,7,0
105,4,8,0
105,4,9,0
105,4,10,0
105,4,11,0
105,5,1,0
105,5,2,0
105,5,3,0
105,5,4,0
105,5,5,0
105,5,6,0
105,5,7,0.625
105,5,8,0
105,5,9,0
105,5,10,0
105,5,11,0
106,1,1,0
106,1,2,0
106,1,3,0
106,1,4,0
106,1,5,0
106,1,6,0
106,1,7,0
106,1,8,0
106,1,9,0
106,1,10,0
106,1,11,0
106,2,1,0
106,2,2,0
106,2,3,0.22154999
106,2,4,0.16411112
106,2,5,0
106,2,6,0
106,2,7,0
106,2,8,0
106,2,9,0
106,2,10,0
106,2,11,0
106,3,1,0
106,3,2,0
106,3,3,0
106,3,4,0
106,3,5,0.3333333
106,3,6,0.17142858
106,3,7,0
106,3,8,0
106,3,9,0
106,3,10,0
106,3,11,0
106,4,1,0
106,4,2,0
106,4,3,0
106,4,4,0
106,4,5,0
106,4,6,0.028571427
106,4,7,0
106,4,8,0
106,4,9,0
106,4,10,0
106,4,11,0
106,5,1,0
106,5,2,0
106,5,3,0
106,5,4,0
106,5,5,0
106,5,6,0
106,5,7,0.625
106,5,8,0
106,5,9,0
106,5,10,0
106,5,11,0
107,1,1,0
107,1,2,0
107,1,3,0
107,1,4,0
107,1,5,0
107,1,6,0
107,1,7,0
107,1,8,0
107,1,9,0
107,1,10,0
107,1,11,0
107,2,1,0
107,2,2,0
107,2,3,0.22154999
107,2,4,0.16411112
107,2,5,0
107,2,6,0
107,2,7,0
107,2,8,0
107,2,9,0
107,2,10,0
107,2,11,0
107,3,1,0
107,3,2,0
107,3,3,0
107,3,4,0
107,3,5,0.3333333
107,3,6,0.17142858
107,3,7,0
107,3,8,0
107,3,9,0
107,3,10,0
107,3,11,0
107,4,1,0
107,4,2,0
107,4,3,0
107,4,4,0
107,4,5,0
107,4,6,0.028571429
107,4,7,0
107,4,8,0
107,4,9,0
107,4,10,0
107,4,11,0
107,5,1,0
107,5,2,0
107,5,3,0
107,5,4,0
107,5,5,0
107,5,6,0
107,5,7,0.625
107,5,8,0
107,5,9,0
107,5,10,0
107,5,11,0
108,1,1,0
108,1,2,0
108,1,3,0
108,1,4,0
108,1,5,0
108,1,6,0
108,1,7,0
108,1,8,0
108,1,9,0
108,1,10,0
108,1,11,0
108,2,1,0
108,2,2,0
108,2,3,0.22154999
108,2,4,0.16411112
108,2,5,0
108,2,6,0
108,2,7,0
108,2,8,0
108,2,9,0
108,2,10,0
108,2,11,0
108,3,1,0
108,3,2,0
108,3,3,0
108,3,4,0
108,3,5,0.3333333
108,3,6,0.17142858
108,3,7,0
108,3,8,0
108,3,9,0
108,3,10,0
108,3,11,0
108,4,1,0
108,4,2,0
108,4,3,0
108,4,4,0
108,4,5,0
108,4,6,0.028571427
108,4,7,0
108,4,8,0
108,4,9,0
108,4,10,0
108,4,11,0
108,5,1,0
108,5,2,0
108,5,3,0
108,5,4,0
108,5,5,0
108,5,6,0
108,5,7,0.625
108,5,8,0
108,5,9,0
108,5,10,0
108,5,11,0
109,1,1,0
109,1,2,0
109,1,3,0
109,1,4,0
109,1,5,0
109,1,6,0
109,1,7,0
109,1,8,0
109,1,9,0
109,1,10,0
109,1,11,0
109,2,1,0
109,2,2,0
109,2,3,0.23264998
109,2,4,0.17233334
109,2,5,0
109,2,6,0
109,2,7,0
109,2,8,0
109,2,9,0
109,2,10,0
109,2,11,0
109,3,1,0
109,3,2,0
109,3,3,0
109,3,4,0
109,3,5,0.3333333
109,3,6,0.17142858
109,3,7,0
109,3,8,0
109,3,9,0
109,3,10,0
109,3,11,0
109,4,1,0
109,4,2,0
109,4,3,0
109,4,4,0
109,4,5,0
109,4,6,0.028571427
109,4,7,0
109,4,8,0
109,4,9,0
109,4,10,0
109,4,11,0
109,5,1,0
109,5,2,0
109,5,3,0
109,5,4,0
109,5,5,0
109,5,6,0
109,5,7,0.625
109,5,8,0
109,5,9,0
109,5,10,0
109,5,11,0
110,1,1,0
110,1,2,0
110,1,3,0
110,1,4,0
110,1,5,0
110,1,6,0
110,1,7,0
110,1,8,0
110,1,9,0
110,1,10,0
110,1,11,0
110,2,1,0
110,2,2,0
110,2,3,0.23264998
110,2,4,0.17233334
110,2,5,0
110,2,6,0
110,2,7,0
110,2,8,0
110,2,9,0
110,2,10,0
110,2,11,0
110,3,1,0
110,3,2,0
110,3,3,0
110,3,4,0
110,3,5,0.3333333
110,3,6,0.17142858
110,3,7,0
110,3,8,0
110,3,9,0
110,3,10,0
110,3,11,0
110,4,1,0
110,4,2,0
110,4,3,0
110,4,4,0
110,4,5,0
110,4,6,0.028571427
110,4,7,0
110,4,8,0
110,4,9,0
110,4,10,0
110,4,11,0
110,5,1,0
110,5,2,0
110,5,3,0
110,5,4,0
110,5,5,0
110,5,6,0
110,5,7,0.625
110,5,8,0
110,5,9,0
110,5,10,0
110,5,11,0
111,1,1,0
111,1,2,0
111,1,3,0
111,1,4,0
111,1,5,0
111,1,6,0
111,1,7,0
111,1,8,0
111,1,9,0
111,1,10,0
111,1,11,0
111,2,1,0
111,2,2,0
111,2,3,0.23264998
111,2,4,0.17233334
111,2,5,0
111,2,6,0
111,2,7,0
111,2,8,0
111,2,9,0
111,2,10,0
111,2,11,0
111,3,1,0
111,3,2,0
111,3,3,0
111,3,4,0
111,3,5,0.3333333
111,3,6,0.17142859
111,3,7,0
111,3,8,0
111,3,9,0
111,3,10,0
111,3,11,0
111,4,1,0
111,4,2,0
111,4,3,0
111,4,4,0
111,4,5,0
111,4,6,0.028571427
111,4,7,0
111,4,8,0
111,4,9,0
111,4,10,0
111,4,11,0
111,5,1,0
111,5,2,0
111,5,3,0
111,5,4,0
111,5,5,0
111,5,6,0
111,5,7,0.625
111,5,8,0
111,5,9,0
111,5,10,0
111,5,11,0
112,1,1,0
112,1,2,0
112,1,3,0
112,1,4,0
112,1,5,0
112,1,6,0
112,1,7,0
112,1,8,0
112,1,9,0
112,1,10,0
112,1,11,0
112,2,1,0
112,2,2,0
112,2,3,0.23264998
112,2,4,0.17233334
112,2,5,0
112,2,6,0
112,2,7,0
112,2,8,0
112,2,9,0
112,2,10,0
112,2,11,0
112,3,1,0
112,3,2,0
112,3,3,0
112,3,4,0
112,3,5,0.3333333
112,3,6,0.17142858
112,3,7,0
112,3,8,0
112,3,9,0
112,3,10,0
112,3,11,0
112,4,1,0
112,4,2,0
112,4,3,0
112,4,4,0
112,4,5,0
112,4,6,0.028571427
112,4,7,0
112,4,8,0
112,4,9,0
112,4,10,0
112,4,11,0
112,5,1,0
112,5,2,0
112,5,3,0
112,5,4,0
112,5,5,0
112,5,6,0
112,5,7,0.625
112,5,8,0
112,5,9,0
112,5,10,0
112,5,11,0
113,1,1,0
113,1,2,0
113,1,3,0
113,1,4,0
113,1,5,0
113,1,6,0
113,1,7,0
113,1,8,0
113,1,9,0
113,1,10,0
113,1,11,0
113,2,1,0
113,2,2,0
113,2,3,0.23264998
113,2,4,0.17233334
113,2,5,0
113,2,6,0
113,2,7,0
113,2,8,0
113,2,9,0
113,2,10,0
113,2,11,0
113,3,1,0
113,3,2,0
113,3,3,0
113,3,4,0
113,3,5,0.3333333
113,3,6,0.17142858
113,3,7,0
113,3,8,0
113,3,9,0
113,3,10,0
113,3,11,0
113,4,1,0
113,4,2,0
113,4,3,0
113,4,4,0
113,4,5,0
113,4,6,0.028571429
113,4,7,0
113,4,8,0
113,4,9,0
113,4,10,0
113,4,11,0
113,5,1,0
113,5,2,0
113,5,3,0
113,5,4,0
113,5,5,0
113,5,6,0
113,5,7,0.625
113,5,8,0
113,5,9,0
113,5,10,0
113,5,11,0
114,1,1,0
114,1,2,0
114,1,3,0
114,1,4,0
114,1,5,0
114,1,6,0
114,1,7,0
114,1,8,0
114,1,9,0
114,1,10,0
114,1,11,0
114,2,1,0
114,2,2,0
114,2,3,0.23264998
114,2,4,0.17233334
114,2,5,0
114,2,6,0
114,2,7,0
114,2,8,0
114,2,9,0
114,2,10,0
114,2,11,0
114,3,1,0
114,3,2,0
114,3,3,0
114,3,4,0
114,3,5,0.3333333
114,3,6,0.17142858
114,3,7,0
114,3,8,0
114,3,9,0
114,3,10,0
114,3,11,0
114,4,1,0
114,4,2,0
114,4,3,0
114,4,4,0
114,4,5,0
114,4,6,0.028571429
114,4,7,0
114,4,8,0
114,4,9,0
114,4,10,0
114,4,11,0
114,5,1,0
114,5,2,0
114,5,3,0
114,5,4,0
114,5,5,0
114,5,6,0
114,5,7,0.625
114,5,8,0
114,5,9,0
114,5,10,0
114,5,11,0
115,1,1,0
115,1,2,0
115,1,3,0
115,1,4,0
115,1,5,0
115,1,6,0
115,1,7,0
115,1,8,0
115,1,9,0
115,1,10,0
115,1,11,0
115,2,1,0
115,2,2,0
115,2,3,0.23264998
115,2,4,0.17233334
115,2,5,0
115,2,6,0
115,2,7,0
115,2,8,0
115,2,9,0
115,2,10,0
115,2,11,0
115,3,1,0
115,3,2,0
115,3,3,0
115,3,4,0
115,3,5,0.3333333
115,3,6,0.17142856
115,3,7,0
115,3,8,0
115,3,9,0
115,3,10,0
115,3,11,0
115,4,1,0
115,4,2,0
115,4,3,0
115,4,4,0
115,4,5,0
115,4,6,0.028571425
115,4,7,0
115,4,8,0
115,4,9,0
115,4,10,0
115,4,11,0
115,5,1,0
115,5,2,0
115,5,3,0
115,5,4,0
115,5,5,0
115,5,6,0
115,5,7,0.625
115,5,8,0
115,5,9,0
115,5,10,0
115,5,11,0
116,1,1,0
116,1,2,0
116,1,3,0
116,1,4,0
116,1,5,0
116,1,6,0
116,1,7,0
116,1,8,0
116,1,9,0
116,1,10,0
116,1,11,0
116,2,1,0
116,2,2,0
116,2,3,0.23264998
116,2,4,0.17233334
116,2,5,0
116,2,6,0
116,2,7,0
116,2,8,0
116,2,9,0
116,2,10,0
116,2,11,0
116,3,1,0
116,3,2,0
116,3,3,0
116,3,4,0
116,3,5,0.3333333
116,3,6,0.17142858
116,3,7,0
116,3,8,0
116,3,9,0
116,3,10,0
116,3,11,0
116,4,1,0
116,4,2,0
116,4,3,0
116,4,4,0
116,4,5,0
116,4,6,0.028571429
116,4,7,0
116,4,8,0
116,4,9,0
116,4,10,0
116,4,11,0
116,5,1,0
116,5,2,0
116,5,3,0
116,5,4,0
116,5,5,0
116,5,6,0
116,5,7,0.625
116,5,8,0
116,5,9,0
116,5,10,0
116,5,11,0
117,1,1,0
117,1,2,0
117,1,3,0
117,1,4,0
117,1,5,0
117,1,6,0
117,1,7,0
117,1,8,0
117,1,9,0
117,1,10,0
117,1,11,0
117,2,1,0
117,2,2,0
117,2,3,0.23264998
117,2,4,0.17233333
117,2,5,0
117,2,6,0
117,2,7,0
117,2,8,0
117,2,9,0
117,2,10,0
117,2,11,0
117,3,1,0
117,3,2,0
117,3,3,0
117,3,4,0
117,3,5,0.3333333
117,3,6,0.17142859
117,3,7,0
117,3,8,0
117,3,9,0
117,3,10,0
117,3,11,0
117,4,1,0
117,4,2,0
117,4,3,0
117,4,4,0
117,4,5,0
117,4,6,0.028571429
117,4,7,0
117,4,8,0
117,4,9,0
117,4,10,0
117,4,11,0
117,5,1,0
117,5,2,0
117,5,3,0
117,5,4,0
117,5,5,0
117,5,6,0
117,5,7,0.625
117,5,8,0
117,5,9,0
117,5,10,0
117,5,11,0
118,1,1,0
118,1,2,0
118,1,3,0
118,1,4,0
118,1,5,0
118,1,6,0
118,1,7,0
118,1,8,0
118,1,9,0
118,1,10,0
118,1,11,0
118,2,1,0
118,2,2,0
118,2,3,0.23264998
118,2,4,0.17233334
118,2,5,0
118,2,6,0
118,2,7,0
118,2,8,0
118,2,9,0
118,2,10,0
118,2,11,0
118,3,1,0
118,3,2,0
118,3,3,0
118,3,4,0
118,3,5,0.3333333
118,3,6,0.17142856
118,3,7,0
118,3,8,0
118,3,9,0
118,3,10,0
118,3,11,0
118,4,1,0
118,4,2,0
118,4,3,0
118,4,4,0
118,4,5,0
118,4,6,0.028571427
118,4,7,0
118,4,8,0
118,4,9,0
118,4,10,0
118,4,11,0
118,5,1,0
118,5,2,0
118,5,3,0
118,5,4,0
118,5,5,0
118,5,6,0
118,5,7,0.625
118,5,8,0
118,5,9,0
118,5,10,0
118,5,11,0
119,1,1,0
119,1,2,0
119,1,3,0
119,1,4,0
119,1,5,0
119,1,6,0
119,1,7,0
119,1,8,0
119,1,9,0
119,1,10,0
119,1,11,0
119,2,1,0
119,2,2,0
119,2,3,0.23264998
119,2,4,0.17233336
119,2,5,0
119,2,6,0
119,2,7,0
119,2,8,0
119,2,9,0
119,2,10,0
119,2,11,0
119,3,1,0
119,3,2,0
119,3,3,0
119,3,4,0
119,3,5,0.3333333
119,3,6,0.17142858
119,3,7,0
119,3,8,0
119,3,9,0
119,3,10,0
119,3,11,0
119,4,1,0
119,4,2,0
119,4,3,0
119,4,4,0
119,4,5,0
119,4,6,0.028571427
119,4,7,0
119,4,8,0
119,4,9,0
119,4,10,0
119,4,11,0
119,5,1,0
119,5,2,0
119,5,3,0
119,5,4,0
119,5,5,0
119,5,6,0
119,5,7,0.625
119,5,8,0
119,5,9,0
119,5,10,0
119,5,11,0
120,1,1,0
120,1,2,0
120,1,3,0
120,1,4,0
120,1,5,0
120,1,6,0
120,1,7,0
120,1,8,0
120,1,9,0
120,1,10,0
120,1,11,0
120,2,1,0
120,2,2,0
120,2,3,0.23264998
120,2,4,0.17233334
120,2,5,0
120,2,6,0
120,2,7,0
120,2,8,0
120,2,9,0
120,2,10,0
120,2,11,0
120,3,1,0
120,3,2,0
120,3,3,0
120,3,4,0
120,3,5,0.3333333
120,3,6,0.17142858
120,3,7,0
120,3,8,0
120,3,9,0
120,3,10,0
120,3,11,0
120,4,1,0
120,4,2,0
120,4,3,0
120,4,4,0
120,4,5,0
120,4,6,0.028571427
120,4,7,0
120,4,8,0
120,4,9,0
120,4,10,0
120,4,11,0
120,5,1,0
120,5,2,0
120,5,3,0
120,5,4,0
120,5,5,0
120,5,6,0
120,5,7,0.625
120,5,8,0
120,5,9,0
120,5,10,0
120,5,11,0
121,1,1,0
121,1,2,0
121,1,3,0
121,1,4,0
121,1,5,0
121,1,6,0
121,1,7,0
121,1,8,0
121,1,9,0
121,1,10,0
121,1,11,0
121,2,1,0
121,2,2,0
121,2,3,0.24434997
121,2,4,0.18100001
121,2,5,0
121,2,6,0
121,2,7,0
121,2,8,0
121,2,9,0
121,2,10,0
121,2,11,0
121,3,1,0
121,3,2,0
121,3,3,0
121,3,4,0
121,3,5,0.3333333
121,3,6,0.17142858
121,3,7,0
121,3,8,0
121,3,9,0
121,3,10,0
121,3,11,0
121,4,1,0
121,4,2,0
121,4,3,0
121,4,4,0
121,4,5,0
121,4,6,0.028571429
121,4,7,0
121,4,8,0
121,4,9,0
121,4,10,0
121,4,11,0
121,5,1,0
121,5,2,0
121,5,3,0
121,5,4,0
121,5,5,0
121,5,6,0
121,5,7,0.625
121,5,8,0
121,5,9,0
121,5,10,0
121,5,11,0
122,1,1,0
122,1,2,0
122,1,3,0
122,1,4,0
122,1,5,0
122,1,6,0
122,1,7,0
