"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,"PredationMortality of Mackerel"

timestep\group,Whales,Mackerel,
1,0.11980472,0.21960405
2,0.11985657,0.21966654
3,0.1258913,0.23108083
4,0.1344383,0.24790104
5,0.13706498,0.2544943
6,0.13004509,0.24317278
7,0.13088024,0.24568634
8,0.13725914,0.25797555
9,0.14764224,0.27738655
10,0.16097285,0.30220053
11,0.1764614,0.33122164
12,0.1956422,0.36762136
13,0.22048008,0.41556707
14,0.23368339,0.44000843
15,0.23497532,0.44000974
16,0.23638815,0.44001248
17,0.23807952,0.44001544
18,0.23998922,0.44001865
19,0.24200402,0.44002205
20,0.24404573,0.44002613
21,0.24605888,0.44003054
22,0.24648857,0.4400356
23,0.24645257,0.4400407
24,0.24641508,0.44004562
25,0.24272312,0.433182
26,0.23322615,0.4154498
27,0.21941254,0.38974246
28,0.20292144,0.35922486
29,0.18528503,0.32680807
30,0.16775982,0.29482457
31,0.15125401,0.26491112
32,0.13633426,0.23804687
33,0.12327941,0.21467654
34,0.112154,0.19486034
35,0.10288078,0.17841381
36,0.09530098,0.16501875
37,0.08921855,0.1543018
38,0.08443001,0.14588554
39,0.0807427,0.1394184
40,0.07798192,0.1345854
41,0.07599594,0.13111536
42,0.07465576,0.12877919
43,0.073852755,0.12738504
44,0.07349609,0.12677306
45,0.0735098,0.12681001
46,0.07383016,0.12738447
47,0.0744035,0.12840272
48,0.07518419,0.12978518
49,0.07613321,0.13146375
50,0.07721687,0.13337982
51,0.07840413,0.13547914
52,0.07966997,0.13771808
53,0.080991864,0.14005724
54,0.08235022,0.14246227
55,0.083728686,0.14490451
