"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,ValueFleetGroup

timestep,fleet,group,value
130,2,10,0
130,2,11,0
130,3,1,0
130,3,2,0
130,3,3,0
130,3,4,0
130,3,5,1.4942578
130,3,6,2.2941275
130,3,7,0
130,3,8,0
130,3,9,0
130,3,10,0
130,3,11,0
130,4,1,0
130,4,2,0
130,4,3,0
130,4,4,0
130,4,5,0
130,4,6,0.57353187
130,4,7,0
130,4,8,0
130,4,9,0
130,4,10,0
130,4,11,0
130,5,1,0
130,5,2,0
130,5,3,0
130,5,4,0
130,5,5,0
130,5,6,0
130,5,7,0.62756073
130,5,8,0
130,5,9,0
130,5,10,0
130,5,11,0
131,1,1,0
131,1,2,0
131,1,3,0
131,1,4,0
131,1,5,0
131,1,6,0
131,1,7,0
131,1,8,0
131,1,9,0
131,1,10,0
131,1,11,0
131,2,1,0
131,2,2,0
131,2,3,8.596994
131,2,4,1.1873381
131,2,5,0
131,2,6,0
131,2,7,0
131,2,8,0
131,2,9,0
131,2,10,0
131,2,11,0
131,3,1,0
131,3,2,0
131,3,3,0
131,3,4,0
131,3,5,1.4954693
131,3,6,2.29808
131,3,7,0
131,3,8,0
131,3,9,0
131,3,10,0
131,3,11,0
131,4,1,0
131,4,2,0
131,4,3,0
131,4,4,0
131,4,5,0
131,4,6,0.57452
131,4,7,0
131,4,8,0
131,4,9,0
131,4,10,0
131,4,11,0
131,5,1,0
131,5,2,0
131,5,3,0
131,5,4,0
131,5,5,0
131,5,6,0
131,5,7,0.6327987
131,5,8,0
131,5,9,0
131,5,10,0
131,5,11,0
132,1,1,0
132,1,2,0
132,1,3,0
132,1,4,0
132,1,5,0
132,1,6,0
132,1,7,0
132,1,8,0
132,1,9,0
132,1,10,0
132,1,11,0
132,2,1,0
132,2,2,0
132,2,3,8.591924
132,2,4,1.1877536
132,2,5,0
132,2,6,0
132,2,7,0
132,2,8,0
132,2,9,0
132,2,10,0
132,2,11,0
132,3,1,0
132,3,2,0
132,3,3,0
132,3,4,0
132,3,5,1.4967979
132,3,6,2.302251
132,3,7,0
132,3,8,0
132,3,9,0
132,3,10,0
132,3,11,0
132,4,1,0
132,4,2,0
132,4,3,0
132,4,4,0
132,4,5,0
132,4,6,0.5755627
132,4,7,0
132,4,8,0
132,4,9,0
132,4,10,0
132,4,11,0
132,5,1,0
132,5,2,0
132,5,3,0
132,5,4,0
132,5,5,0
132,5,6,0
132,5,7,0.6382114
132,5,8,0
132,5,9,0
132,5,10,0
132,5,11,0
133,1,1,0
133,1,2,0
133,1,3,0
133,1,4,0
133,1,5,0
133,1,6,0
133,1,7,0
133,1,8,0
133,1,9,0
133,1,10,0
133,1,11,0
133,2,1,0
133,2,2,0
133,2,3,9.004367
133,2,4,1.2465092
133,2,5,0
133,2,6,0
133,2,7,0
133,2,8,0
133,2,9,0
133,2,10,0
133,2,11,0
133,3,1,0
133,3,2,0
133,3,3,0
133,3,4,0
133,3,5,1.498247
133,3,6,2.3067229
133,3,7,0
133,3,8,0
133,3,9,0
133,3,10,0
133,3,11,0
133,4,1,0
133,4,2,0
133,4,3,0
133,4,4,0
133,4,5,0
133,4,6,0.57668066
133,4,7,0
133,4,8,0
133,4,9,0
133,4,10,0
133,4,11,0
133,5,1,0
133,5,2,0
133,5,3,0
133,5,4,0
133,5,5,0
133,5,6,0
133,5,7,0.6438372
133,5,8,0
133,5,9,0
133,5,10,0
133,5,11,0
134,1,1,0
134,1,2,0
134,1,3,0
134,1,4,0
134,1,5,0
134,1,6,0
134,1,7,0
134,1,8,0
134,1,9,0
134,1,10,0
134,1,11,0
134,2,1,0
134,2,2,0
134,2,3,8.9902315
134,2,4,1.2463458
134,2,5,0
134,2,6,0
134,2,7,0
134,2,8,0
134,2,9,0
134,2,10,0
134,2,11,0
134,3,1,0
134,3,2,0
134,3,3,0
134,3,4,0
134,3,5,1.4998215
134,3,6,2.311409
134,3,7,0
134,3,8,0
134,3,9,0
134,3,10,0
134,3,11,0
134,4,1,0
134,4,2,0
134,4,3,0
134,4,4,0
134,4,5,0
134,4,6,0.5778522
134,4,7,0
134,4,8,0
134,4,9,0
134,4,10,0
134,4,11,0
134,5,1,0
134,5,2,0
134,5,3,0
134,5,4,0
134,5,5,0
134,5,6,0
134,5,7,0.64967096
134,5,8,0
134,5,9,0
134,5,10,0
134,5,11,0
135,1,1,0
135,1,2,0
135,1,3,0
135,1,4,0
135,1,5,0
135,1,6,0
135,1,7,0
135,1,8,0
135,1,9,0
135,1,10,0
135,1,11,0
135,2,1,0
135,2,2,0
135,2,3,8.976768
135,2,4,1.2463306
135,2,5,0
135,2,6,0
135,2,7,0
135,2,8,0
135,2,9,0
135,2,10,0
135,2,11,0
135,3,1,0
135,3,2,0
135,3,3,0
135,3,4,0
135,3,5,1.5015258
135,3,6,2.3163118
135,3,7,0
135,3,8,0
135,3,9,0
135,3,10,0
135,3,11,0
135,4,1,0
135,4,2,0
135,4,3,0
135,4,4,0
135,4,5,0
135,4,6,0.57907796
135,4,7,0
135,4,8,0
135,4,9,0
135,4,10,0
135,4,11,0
135,5,1,0
135,5,2,0
135,5,3,0
135,5,4,0
135,5,5,0
135,5,6,0
135,5,7,0.6557239
135,5,8,0
135,5,9,0
135,5,10,0
135,5,11,0
136,1,1,0
136,1,2,0
136,1,3,0
136,1,4,0
136,1,5,0
136,1,6,0
136,1,7,0
136,1,8,0
136,1,9,0
136,1,10,0
136,1,11,0
136,2,1,0
136,2,2,0
136,2,3,8.963994
136,2,4,1.2464681
136,2,5,0
136,2,6,0
136,2,7,0
136,2,8,0
136,2,9,0
136,2,10,0
136,2,11,0
136,3,1,0
136,3,2,0
136,3,3,0
136,3,4,0
136,3,5,1.503363
136,3,6,2.3214307
136,3,7,0
136,3,8,0
136,3,9,0
136,3,10,0
136,3,11,0
136,4,1,0
136,4,2,0
136,4,3,0
136,4,4,0
136,4,5,0
136,4,6,0.5803577
136,4,7,0
136,4,8,0
136,4,9,0
136,4,10,0
136,4,11,0
136,5,1,0
136,5,2,0
136,5,3,0
136,5,4,0
136,5,5,0
136,5,6,0
136,5,7,0.6620073
136,5,8,0
136,5,9,0
136,5,10,0
136,5,11,0
137,1,1,0
137,1,2,0
137,1,3,0
137,1,4,0
137,1,5,0
137,1,6,0
137,1,7,0
137,1,8,0
137,1,9,0
137,1,10,0
137,1,11,0
137,2,1,0
137,2,2,0
137,2,3,8.951923
137,2,4,1.2467598
137,2,5,0
137,2,6,0
137,2,7,0
137,2,8,0
137,2,9,0
137,2,10,0
137,2,11,0
137,3,1,0
137,3,2,0
137,3,3,0
137,3,4,0
137,3,5,1.5053359
137,3,6,2.326765
137,3,7,0
137,3,8,0
137,3,9,0
137,3,10,0
137,3,11,0
137,4,1,0
137,4,2,0
137,4,3,0
137,4,4,0
137,4,5,0
137,4,6,0.5816912
137,4,7,0
137,4,8,0
137,4,9,0
137,4,10,0
137,4,11,0
137,5,1,0
137,5,2,0
137,5,3,0
137,5,4,0
137,5,5,0
137,5,6,0
137,5,7,0.66853225
137,5,8,0
137,5,9,0
137,5,10,0
137,5,11,0
138,1,1,0
138,1,2,0
138,1,3,0
138,1,4,0
138,1,5,0
138,1,6,0
138,1,7,0
138,1,8,0
138,1,9,0
138,1,10,0
138,1,11,0
138,2,1,0
138,2,2,0
138,2,3,8.94056
138,2,4,1.2472056
138,2,5,0
138,2,6,0
138,2,7,0
138,2,8,0
138,2,9,0
138,2,10,0
138,2,11,0
138,3,1,0
138,3,2,0
138,3,3,0
138,3,4,0
138,3,5,1.5074465
138,3,6,2.3323102
138,3,7,0
138,3,8,0
138,3,9,0
138,3,10,0
138,3,11,0
138,4,1,0
138,4,2,0
138,4,3,0
138,4,4,0
138,4,5,0
138,4,6,0.5830775
138,4,7,0
138,4,8,0
138,4,9,0
138,4,10,0
138,4,11,0
138,5,1,0
138,5,2,0
138,5,3,0
138,5,4,0
138,5,5,0
138,5,6,0
138,5,7,0.67531073
138,5,8,0
138,5,9,0
138,5,10,0
138,5,11,0
139,1,1,0
139,1,2,0
139,1,3,0
139,1,4,0
139,1,5,0
139,1,6,0
139,1,7,0
139,1,8,0
139,1,9,0
139,1,10,0
139,1,11,0
139,2,1,0
139,2,2,0
139,2,3,8.929909
139,2,4,1.2478037
139,2,5,0
139,2,6,0
139,2,7,0
139,2,8,0
139,2,9,0
139,2,10,0
139,2,11,0
139,3,1,0
139,3,2,0
139,3,3,0
139,3,4,0
139,3,5,1.5096966
139,3,6,2.3380613
139,3,7,0
139,3,8,0
139,3,9,0
139,3,10,0
139,3,11,0
139,4,1,0
139,4,2,0
139,4,3,0
139,4,4,0
139,4,5,0
139,4,6,0.58451533
139,4,7,0
139,4,8,0
139,4,9,0
139,4,10,0
139,4,11,0
139,5,1,0
139,5,2,0
139,5,3,0
139,5,4,0
139,5,5,0
139,5,6,0
139,5,7,0.6823546
139,5,8,0
139,5,9,0
139,5,10,0
139,5,11,0
140,1,1,0
140,1,2,0
140,1,3,0
140,1,4,0
140,1,5,0
140,1,6,0
140,1,7,0
140,1,8,0
140,1,9,0
140,1,10,0
140,1,11,0
140,2,1,0
140,2,2,0
140,2,3,8.919968
140,2,4,1.2485515
140,2,5,0
140,2,6,0
140,2,7,0
140,2,8,0
140,2,9,0
140,2,10,0
140,2,11,0
140,3,1,0
140,3,2,0
140,3,3,0
140,3,4,0
140,3,5,1.5120876
140,3,6,2.344011
140,3,7,0
140,3,8,0
140,3,9,0
140,3,10,0
140,3,11,0
140,4,1,0
140,4,2,0
140,4,3,0
140,4,4,0
140,4,5,0
140,4,6,0.5860027
140,4,7,0
140,4,8,0
140,4,9,0
140,4,10,0
140,4,11,0
140,5,1,0
140,5,2,0
140,5,3,0
140,5,4,0
140,5,5,0
140,5,6,0
140,5,7,0.68967664
140,5,8,0
140,5,9,0
140,5,10,0
140,5,11,0
141,1,1,0
141,1,2,0
141,1,3,0
141,1,4,0
141,1,5,0
141,1,6,0
141,1,7,0
141,1,8,0
141,1,9,0
141,1,10,0
141,1,11,0
141,2,1,0
141,2,2,0
141,2,3,8.910738
141,2,4,1.2494452
141,2,5,0
141,2,6,0
141,2,7,0
141,2,8,0
141,2,9,0
141,2,10,0
141,2,11,0
141,3,1,0
141,3,2,0
141,3,3,0
141,3,4,0
141,3,5,1.5146205
141,3,6,2.35015
141,3,7,0
141,3,8,0
141,3,9,0
141,3,10,0
141,3,11,0
141,4,1,0
141,4,2,0
141,4,3,0
141,4,4,0
141,4,5,0
141,4,6,0.58753747
141,4,7,0
141,4,8,0
141,4,9,0
141,4,10,0
141,4,11,0
141,5,1,0
141,5,2,0
141,5,3,0
141,5,4,0
141,5,5,0
141,5,6,0
141,5,7,0.69728935
141,5,8,0
141,5,9,0
141,5,10,0
141,5,11,0
142,1,1,0
142,1,2,0
142,1,3,0
142,1,4,0
142,1,5,0
142,1,6,0
142,1,7,0
142,1,8,0
142,1,9,0
142,1,10,0
142,1,11,0
142,2,1,0
142,2,2,0
142,2,3,8.902215
142,2,4,1.250481
142,2,5,0
142,2,6,0
142,2,7,0
142,2,8,0
142,2,9,0
142,2,10,0
142,2,11,0
142,3,1,0
142,3,2,0
142,3,3,0
142,3,4,0
142,3,5,1.517296
142,3,6,2.3564687
142,3,7,0
142,3,8,0
142,3,9,0
142,3,10,0
142,3,11,0
142,4,1,0
142,4,2,0
142,4,3,0
142,4,4,0
142,4,5,0
142,4,6,0.5891171
142,4,7,0
142,4,8,0
142,4,9,0
142,4,10,0
142,4,11,0
142,5,1,0
142,5,2,0
142,5,3,0
142,5,4,0
142,5,5,0
142,5,6,0
142,5,7,0.7052058
142,5,8,0
142,5,9,0
142,5,10,0
142,5,11,0
143,1,1,0
143,1,2,0
143,1,3,0
143,1,4,0
143,1,5,0
143,1,6,0
143,1,7,0
143,1,8,0
143,1,9,0
143,1,10,0
143,1,11,0
143,2,1,0
143,2,2,0
143,2,3,8.894394
143,2,4,1.2516545
143,2,5,0
143,2,6,0
143,2,7,0
143,2,8,0
143,2,9,0
143,2,10,0
143,2,11,0
143,3,1,0
143,3,2,0
143,3,3,0
143,3,4,0
143,3,5,1.5201142
143,3,6,2.3629544
143,3,7,0
143,3,8,0
143,3,9,0
143,3,10,0
143,3,11,0
143,4,1,0
143,4,2,0
143,4,3,0
143,4,4,0
143,4,5,0
143,4,6,0.59073853
143,4,7,0
143,4,8,0
143,4,9,0
143,4,10,0
143,4,11,0
143,5,1,0
143,5,2,0
143,5,3,0
143,5,4,0
143,5,5,0
143,5,6,0
143,5,7,0.71343946
143,5,8,0
143,5,9,0
143,5,10,0
143,5,11,0
144,1,1,0
144,1,2,0
144,1,3,0
144,1,4,0
144,1,5,0
144,1,6,0
144,1,7,0
144,1,8,0
144,1,9,0
144,1,10,0
144,1,11,0
144,2,1,0
144,2,2,0
144,2,3,8.88727
144,2,4,1.2529613
144,2,5,0
144,2,6,0
144,2,7,0
144,2,8,0
144,2,9,0
144,2,10,0
144,2,11,0
144,3,1,0
144,3,2,0
144,3,3,0
144,3,4,0
144,3,5,1.5230745
144,3,6,2.3695924
144,3,7,0
144,3,8,0
144,3,9,0
144,3,10,0
144,3,11,0
144,4,1,0
144,4,2,0
144,4,3,0
144,4,4,0
144,4,5,0
144,4,6,0.59239805
144,4,7,0
144,4,8,0
144,4,9,0
144,4,10,0
144,4,11,0
144,5,1,0
144,5,2,0
144,5,3,0
144,5,4,0
144,5,5,0
144,5,6,0
144,5,7,0.7220035
144,5,8,0
144,5,9,0
144,5,10,0
144,5,11,0
145,1,1,0
145,1,2,0
145,1,3,0
145,1,4,0
145,1,5,0
145,1,6,0
145,1,7,0
145,1,8,0
145,1,9,0
145,1,10,0
145,1,11,0
145,2,1,0
145,2,2,0
145,2,3,9.320179
145,2,4,1.3162539
145,2,5,0
145,2,6,0
145,2,7,0
145,2,8,0
145,2,9,0
145,2,10,0
145,2,11,0
145,3,1,0
145,3,2,0
145,3,3,0
145,3,4,0
145,3,5,1.526174
145,3,6,2.3761349
145,3,7,0
145,3,8,0
145,3,9,0
145,3,10,0
145,3,11,0
145,4,1,0
145,4,2,0
145,4,3,0
145,4,4,0
145,4,5,0
145,4,6,0.5940337
145,4,7,0
145,4,8,0
145,4,9,0
145,4,10,0
145,4,11,0
145,5,1,0
145,5,2,0
145,5,3,0
145,5,4,0
145,5,5,0
145,5,6,0
145,5,7,0.730827
145,5,8,0
145,5,9,0
145,5,10,0
145,5,11,0
146,1,1,0
146,1,2,0
146,1,3,0
146,1,4,0
146,1,5,0
146,1,6,0
146,1,7,0
146,1,8,0
146,1,9,0
146,1,10,0
146,1,11,0
146,2,1,0
146,2,2,0
146,2,3,9.307138
146,2,4,1.3167161
146,2,5,0
146,2,6,0
146,2,7,0
146,2,8,0
146,2,9,0
146,2,10,0
146,2,11,0
146,3,1,0
146,3,2,0
146,3,3,0
146,3,4,0
146,3,5,1.5294173
146,3,6,2.382877
146,3,7,0
146,3,8,0
146,3,9,0
146,3,10,0
146,3,11,0
146,4,1,0
146,4,2,0
146,4,3,0
146,4,4,0
146,4,5,0
146,4,6,0.5957192
146,4,7,0
146,4,8,0
146,4,9,0
146,4,10,0
146,4,11,0
146,5,1,0
146,5,2,0
146,5,3,0
146,5,4,0
146,5,5,0
146,5,6,0
146,5,7,0.7399814
146,5,8,0
146,5,9,0
146,5,10,0
146,5,11,0
147,1,1,0
147,1,2,0
147,1,3,0
147,1,4,0
147,1,5,0
147,1,6,0
147,1,7,0
147,1,8,0
147,1,9,0
147,1,10,0
147,1,11,0
147,2,1,0
147,2,2,0
147,2,3,9.295054
147,2,4,1.3173621
147,2,5,0
147,2,6,0
147,2,7,0
147,2,8,0
147,2,9,0
147,2,10,0
147,2,11,0
147,3,1,0
147,3,2,0
147,3,3,0
147,3,4,0
147,3,5,1.5328004
147,3,6,2.3898075
147,3,7,0
147,3,8,0
147,3,9,0
147,3,10,0
147,3,11,0
147,4,1,0
147,4,2,0
147,4,3,0
147,4,4,0
147,4,5,0
147,4,6,0.5974518
147,4,7,0
147,4,8,0
147,4,9,0
147,4,10,0
147,4,11,0
147,5,1,0
147,5,2,0
147,5,3,0
147,5,4,0
147,5,5,0
147,5,6,0
147,5,7,0.74948734
147,5,8,0
147,5,9,0
147,5,10,0
147,5,11,0
148,1,1,0
148,1,2,0
148,1,3,0
148,1,4,0
148,1,5,0
148,1,6,0
148,1,7,0
148,1,8,0
148,1,9,0
148,1,10,0
148,1,11,0
148,2,1,0
148,2,2,0
148,2,3,9.283885
148,2,4,1.318189
148,2,5,0
148,2,6,0
148,2,7,0
148,2,8,0
148,2,9,0
148,2,10,0
148,2,11,0
148,3,1,0
148,3,2,0
148,3,3,0
148,3,4,0
148,3,5,1.5363148
148,3,6,2.3968992
148,3,7,0
148,3,8,0
148,3,9,0
148,3,10,0
148,3,11,0
148,4,1,0
148,4,2,0
148,4,3,0
148,4,4,0
148,4,5,0
148,4,6,0.59922475
148,4,7,0
148,4,8,0
148,4,9,0
148,4,10,0
148,4,11,0
148,5,1,0
148,5,2,0
148,5,3,0
148,5,4,0
148,5,5,0
148,5,6,0
148,5,7,0.7593646
148,5,8,0
148,5,9,0
148,5,10,0
148,5,11,0
149,1,1,0
149,1,2,0
149,1,3,0
149,1,4,0
149,1,5,0
149,1,6,0
149,1,7,0
149,1,8,0
149,1,9,0
149,1,10,0
149,1,11,0
149,2,1,0
149,2,2,0
149,2,3,9.273602
149,2,4,1.3191944
149,2,5,0
149,2,6,0
149,2,7,0
149,2,8,0
149,2,9,0
149,2,10,0
149,2,11,0
149,3,1,0
149,3,2,0
149,3,3,0
149,3,4,0
149,3,5,1.5399514
149,3,6,2.4041147
149,3,7,0
149,3,8,0
149,3,9,0
149,3,10,0
149,3,11,0
149,4,1,0
149,4,2,0
149,4,3,0
149,4,4,0
149,4,5,0
149,4,6,0.6010286
149,4,7,0
149,4,8,0
149,4,9,0
149,4,10,0
149,4,11,0
149,5,1,0
149,5,2,0
149,5,3,0
149,5,4,0
149,5,5,0
149,5,6,0
149,5,7,0.7696324
149,5,8,0
149,5,9,0
149,5,10,0
149,5,11,0
150,1,1,0
150,1,2,0
150,1,3,0
150,1,4,0
150,1,5,0
150,1,6,0
150,1,7,0
150,1,8,0
150,1,9,0
150,1,10,0
150,1,11,0
150,2,1,0
150,2,2,0
150,2,3,9.264179
150,2,4,1.3203762
150,2,5,0
150,2,6,0
150,2,7,0
150,2,8,0
150,2,9,0
150,2,10,0
150,2,11,0
150,3,1,0
150,3,2,0
150,3,3,0
150,3,4,0
150,3,5,1.5437015
150,3,6,2.4114087
150,3,7,0
150,3,8,0
150,3,9,0
150,3,10,0
150,3,11,0
150,4,1,0
150,4,2,0
150,4,3,0
150,4,4,0
150,4,5,0
150,4,6,0.6028521
150,4,7,0
150,4,8,0
150,4,9,0
150,4,10,0
150,4,11,0
150,5,1,0
150,5,2,0
150,5,3,0
150,5,4,0
150,5,5,0
150,5,6,0
150,5,7,0.78030944
150,5,8,0
150,5,9,0
150,5,10,0
150,5,11,0
151,1,1,0
151,1,2,0
151,1,3,0
151,1,4,0
151,1,5,0
151,1,6,0
151,1,7,0
151,1,8,0
151,1,9,0
151,1,10,0
151,1,11,0
151,2,1,0
151,2,2,0
151,2,3,9.255603
151,2,4,1.321733
151,2,5,0
151,2,6,0
151,2,7,0
151,2,8,0
151,2,9,0
151,2,10,0
151,2,11,0
151,3,1,0
151,3,2,0
151,3,3,0
151,3,4,0
151,3,5,1.5475587
151,3,6,2.4187334
151,3,7,0
151,3,8,0
151,3,9,0
151,3,10,0
151,3,11,0
151,4,1,0
151,4,2,0
151,4,3,0
151,4,4,0
151,4,5,0
151,4,6,0.6046833
151,4,7,0
151,4,8,0
151,4,9,0
151,4,10,0
151,4,11,0
151,5,1,0
151,5,2,0
151,5,3,0
151,5,4,0
151,5,5,0
151,5,6,0
151,5,7,0.7914129
151,5,8,0
151,5,9,0
151,5,10,0
151,5,11,0
152,1,1,0
152,1,2,0
152,1,3,0
152,1,4,0
152,1,5,0
152,1,6,0
152,1,7,0
152,1,8,0
152,1,9,0
152,1,10,0
152,1,11,0
152,2,1,0
152,2,2,0
152,2,3,9.247858
152,2,4,1.3232636
152,2,5,0
152,2,6,0
152,2,7,0
152,2,8,0
152,2,9,0
152,2,10,0
152,2,11,0
152,3,1,0
152,3,2,0
152,3,3,0
152,3,4,0
152,3,5,1.5515178
152,3,6,2.426042
152,3,7,0
152,3,8,0
152,3,9,0
152,3,10,0
152,3,11,0
152,4,1,0
152,4,2,0
152,4,3,0
152,4,4,0
152,4,5,0
152,4,6,0.60651046
152,4,7,0
152,4,8,0
152,4,9,0
152,4,10,0
152,4,11,0
152,5,1,0
152,5,2,0
152,5,3,0
152,5,4,0
152,5,5,0
152,5,6,0
152,5,7,0.80295753
152,5,8,0
152,5,9,0
152,5,10,0
152,5,11,0
153,1,1,0
153,1,2,0
153,1,3,0
153,1,4,0
153,1,5,0
153,1,6,0
153,1,7,0
153,1,8,0
153,1,9,0
153,1,10,0
153,1,11,0
153,2,1,0
153,2,2,0
153,2,3,9.240925
153,2,4,1.324966
153,2,5,0
153,2,6,0
153,2,7,0
153,2,8,0
153,2,9,0
153,2,10,0
153,2,11,0
153,3,1,0
153,3,2,0
153,3,3,0
153,3,4,0
153,3,5,1.5555756
153,3,6,2.4332922
153,3,7,0
153,3,8,0
153,3,9,0
153,3,10,0
153,3,11,0
153,4,1,0
153,4,2,0
153,4,3,0
153,4,4,0
153,4,5,0
153,4,6,0.608323
153,4,7,0
153,4,8,0
153,4,9,0
153,4,10,0
153,4,11,0
153,5,1,0
153,5,2,0
153,5,3,0
153,5,4,0
153,5,5,0
153,5,6,0
153,5,7,0.8149558
153,5,8,0
153,5,9,0
153,5,10,0
153,5,11,0
154,1,1,0
154,1,2,0
154,1,3,0
154,1,4,0
154,1,5,0
154,1,6,0
154,1,7,0
154,1,8,0
154,1,9,0
154,1,10,0
154,1,11,0
154,2,1,0
154,2,2,0
154,2,3,9.234782
154,2,4,1.3268368
154,2,5,0
154,2,6,0
154,2,7,0
154,2,8,0
154,2,9,0
154,2,10,0
154,2,11,0
154,3,1,0
154,3,2,0
154,3,3,0
154,3,4,0
154,3,5,1.5597289
154,3,6,2.4404466
154,3,7,0
154,3,8,0
154,3,9,0
154,3,10,0
154,3,11,0
154,4,1,0
154,4,2,0
154,4,3,0
154,4,4,0
154,4,5,0
154,4,6,0.6101116
154,4,7,0
154,4,8,0
154,4,9,0
154,4,10,0
154,4,11,0
154,5,1,0
154,5,2,0
154,5,3,0
154,5,4,0
154,5,5,0
154,5,6,0
154,5,7,0.8274176
154,5,8,0
154,5,9,0
154,5,10,0
154,5,11,0
155,1,1,0
155,1,2,0
155,1,3,0
155,1,4,0
155,1,5,0
155,1,6,0
155,1,7,0
155,1,8,0
155,1,9,0
155,1,10,0
155,1,11,0
155,2,1,0
155,2,2,0
155,2,3,9.229404
155,2,4,1.3288709
155,2,5,0
155,2,6,0
155,2,7,0
155,2,8,0
155,2,9,0
155,2,10,0
155,2,11,0
155,3,1,0
155,3,2,0
155,3,3,0
155,3,4,0
155,3,5,1.5639743
155,3,6,2.447476
155,3,7,0
155,3,8,0
155,3,9,0
155,3,10,0
155,3,11,0
155,4,1,0
155,4,2,0
155,4,3,0
155,4,4,0
155,4,5,0
155,4,6,0.6118689
155,4,7,0
155,4,8,0
155,4,9,0
155,4,10,0
155,4,11,0
155,5,1,0
155,5,2,0
155,5,3,0
155,5,4,0
155,5,5,0
155,5,6,0
155,5,7,0.8403513
155,5,8,0
155,5,9,0
155,5,10,0
155,5,11,0
156,1,1,0
156,1,2,0
156,1,3,0
156,1,4,0
156,1,5,0
156,1,6,0
156,1,7,0
156,1,8,0
156,1,9,0
156,1,10,0
156,1,11,0
156,2,1,0
156,2,2,0
156,2,3,9.224762
156,2,4,1.3310609
156,2,5,0
156,2,6,0
156,2,7,0
156,2,8,0
156,2,9,0
156,2,10,0
156,2,11,0
156,3,1,0
156,3,2,0
156,3,3,0
156,3,4,0
156,3,5,1.5683076
156,3,6,2.4543562
156,3,7,0
156,3,8,0
156,3,9,0
156,3,10,0
156,3,11,0
156,4,1,0
156,4,2,0
156,4,3,0
156,4,4,0
156,4,5,0
156,4,6,0.613589
156,4,7,0
156,4,8,0
156,4,9,0
156,4,10,0
156,4,11,0
156,5,1,0
156,5,2,0
156,5,3,0
156,5,4,0
156,5,5,0
156,5,6,0
156,5,7,0.8537638
156,5,8,0
156,5,9,0
156,5,10,0
156,5,11,0
157,1,1,0
157,1,2,0
157,1,3,0
157,1,4,0
157,1,5,0
157,1,6,0
157,1,7,0
157,1,8,0
157,1,9,0
157,1,10,0
157,1,11,0
157,2,1,0
157,2,2,0
157,2,3,9.672936
157,2,4,1.3990176
157,2,5,0
157,2,6,0
157,2,7,0
157,2,8,0
157,2,9,0
157,2,10,0
157,2,11,0
157,3,1,0
157,3,2,0
157,3,3,0
157,3,4,0
157,3,5,1.5727232
157,3,6,2.4610064
157,3,7,0
157,3,8,0
157,3,9,0
157,3,10,0
157,3,11,0
157,4,1,0
157,4,2,0
157,4,3,0
157,4,4,0
157,4,5,0
157,4,6,0.61525154
157,4,7,0
157,4,8,0
157,4,9,0
157,4,10,0
157,4,11,0
157,5,1,0
157,5,2,0
157,5,3,0
157,5,4,0
157,5,5,0
157,5,6,0
157,5,7,0.8676341
157,5,8,0
157,5,9,0
157,5,10,0
157,5,11,0
158,1,1,0
158,1,2,0
158,1,3,0
158,1,4,0
158,1,5,0
158,1,6,0
158,1,7,0
158,1,8,0
158,1,9,0
158,1,10,0
158,1,11,0
158,2,1,0
158,2,2,0
158,2,3,9.659829
158,2,4,1.40047
158,2,5,0
158,2,6,0
158,2,7,0
158,2,8,0
158,2,9,0
158,2,10,0
158,2,11,0
158,3,1,0
158,3,2,0
158,3,3,0
158,3,4,0
158,3,5,1.5772191
158,3,6,2.4675288
158,3,7,0
158,3,8,0
158,3,9,0
158,3,10,0
158,3,11,0
158,4,1,0
158,4,2,0
158,4,3,0
158,4,4,0
158,4,5,0
158,4,6,0.6168822
158,4,7,0
158,4,8,0
158,4,9,0
158,4,10,0
158,4,11,0
158,5,1,0
158,5,2,0
158,5,3,0
158,5,4,0
158,5,5,0
158,5,6,0
158,5,7,0.88199013
158,5,8,0
158,5,9,0
158,5,10,0
158,5,11,0
159,1,1,0
159,1,2,0
159,1,3,0
159,1,4,0
159,1,5,0
159,1,6,0
159,1,7,0
159,1,8,0
159,1,9,0
159,1,10,0
159,1,11,0
159,2,1,0
159,2,2,0
159,2,3,9.6476555
159,2,4,1.4021137
159,2,5,0
159,2,6,0
159,2,7,0
159,2,8,0
159,2,9,0
159,2,10,0
159,2,11,0
159,3,1,0
159,3,2,0
159,3,3,0
159,3,4,0
159,3,5,1.5817864
159,3,6,2.4739246
159,3,7,0
159,3,8,0
159,3,9,0
159,3,10,0
159,3,11,0
159,4,1,0
159,4,2,0
159,4,3,0
159,4,4,0
159,4,5,0
159,4,6,0.61848116
159,4,7,0
159,4,8,0
159,4,9,0
159,4,10,0
159,4,11,0
159,5,1,0
159,5,2,0
159,5,3,0
159,5,4,0
159,5,5,0
159,5,6,0
159,5,7,0.8968437
159,5,8,0
159,5,9,0
159,5,10,0
159,5,11,0
160,1,1,0
160,1,2,0
160,1,3,0
160,1,4,0
