"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,"PredationMortality of Whiting"

timestep\group,Whales,Seals,Cod,Whiting,
1,0.04001069,0.025276698,0.27443153,0.15501338
2,0.040012434,0.025154114,0.27027515,0.15499721
3,0.040295843,0.02534806,0.2687554,0.15598767
4,0.03972889,0.025356092,0.26272488,0.15380701
5,0.03734929,0.024870254,0.2464266,0.14489374
6,0.03362037,0.024106342,0.22278519,0.13094337
7,0.03209562,0.024514422,0.2133659,0.12509018
8,0.032435928,0.026079753,0.21662362,0.12626041
9,0.034438044,0.028591504,0.23158593,0.13382773
10,0.03793067,0.031691514,0.25730273,0.14725645
11,0.04270665,0.03495506,0.29248106,0.16586992
12,0.04893275,0.038143054,0.3381143,0.19041707
13,0.056821324,0.041067448,0.39733475,0.22190197
14,0.0660964,0.04346262,0.46463466,0.25951844
15,0.076049164,0.045114823,0.53595406,0.3002487
16,0.07878863,0.044520117,0.5554875,0.30997851
17,0.07935167,0.043346792,0.5577977,0.30997816
18,0.07998756,0.04217324,0.5587255,0.30997816
19,0.08065849,0.041030567,0.558338,0.3099785
20,0.08133831,0.039952803,0.5567496,0.30997902
21,0.081434995,0.038861986,0.55040735,0.3076947
22,0.079000354,0.037521217,0.5305135,0.29748514
23,0.0748894,0.036007218,0.50067425,0.28130156
24,0.06979376,0.034374338,0.46473333,0.26134148
25,0.064220704,0.03266639,0.4280595,0.23964818
26,0.05858816,0.030923374,0.38926733,0.217871
27,0.053194486,0.02918437,0.3524828,0.19715765
28,0.04823821,0.027485332,0.31891188,0.17824498
29,0.043824855,0.025859594,0.28915152,0.16150121
30,0.03999045,0.024335174,0.26335955,0.14702824
31,0.036724288,0.022932868,0.2414068,0.13475452
32,0.033987634,0.021665417,0.22299814,0.12450938
33,0.03172771,0.020537885,0.20775956,0.11607588
34,0.029887017,0.019548843,0.19529583,0.109225295
35,0.028409189,0.018691957,0.18522564,0.10373771
36,0.02724221,0.017957656,0.17720042,0.09941291
37,0.026339885,0.01736001,0.17232625,0.096075244
38,0.025662158,0.01686009,0.1673805,0.0935725
39,0.025173081,0.016448358,0.16370052,0.09177007
40,0.024844222,0.016112324,0.1610943,0.09056157
41,0.024651578,0.015841223,0.15940051,0.089857645
42,0.02457487,0.015625596,0.15848346,0.08958297
43,0.024596814,0.015457112,0.15822813,0.08967359
44,0.024702566,0.015328411,0.15853608,0.090074666
45,0.024879199,0.01523299,0.15932205,0.09073852
46,0.025115337,0.015165122,0.16051155,0.09162327
47,0.025400836,0.015119738,0.16203849,0.0926915
48,0.025726555,0.015092396,0.16384374,0.0939096
49,0.02608417,0.015101433,0.16332781,0.0952464
50,0.026466198,0.015121335,0.16566217,0.0966752
51,0.02685716,0.0151436115,0.16801892,0.09813818
52,0.027252682,0.015168409,0.17038272,0.099619016
53,0.027648868,0.015195268,0.17273936,0.101103276
54,0.028042452,0.015223534,0.17507687,0.102578774
55,0.028430775,0.015252526,0.17738563,0.10403555
