"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,Value

timestep\group,1,2,3,4,5,6,7,8,9,10,11
63,0,0.0046978937,5.8453836,0.85563207,1.2958952,2.6620398,0.42815208,0,0,0,0
64,0,0.004698922,5.877939,0.8617189,1.3090235,2.6745958,0.4282757,0,0,0,0
65,0,0.004700115,5.9105854,0.86753774,1.3215946,2.686411,0.42863357,0,0,0,0
66,0,0.00470147,5.94328,0.87309515,1.3336033,2.6974993,0.42921856,0,0,0,0
67,0,0.0047029825,5.9759903,0.8783992,1.3450469,2.7078743,0.43002254,0,0,0,0
68,0,0.0047046468,6.0086846,0.8834587,1.3559264,2.7175508,0.43103635,0,0,0,0
69,0,0.0047064563,6.041332,0.88828284,1.366246,2.7265465,0.4322493,0,0,0,0
70,0,0.0047084033,6.073903,0.8928809,1.3760144,2.7348852,0.43364936,0,0,0,0
71,0,0.0047104796,6.1063633,0.8972613,1.3852419,2.7425926,0.4352236,0,0,0,0
72,0,0.0047126757,6.1386795,0.9014313,1.3939406,2.749697,0.4369586,0,0,0,0
73,0,0,6.4768863,0.9501222,1.4021212,2.7559834,0.43879324,0,0,0,0
74,0,0,6.5070305,0.9534158,1.4098008,2.7617998,0.4407484,0,0,0,0
75,0,0,6.536956,0.95653236,1.4169934,2.7671895,0.44281554,0,0,0,0
76,0,0,6.566617,0.9594775,1.4237112,2.7721853,0.4449867,0,0,0,0
77,0,0,6.595975,0.9622566,1.4299663,2.77681,0.44725513,0,0,0,0
78,0,0,6.625002,0.96487546,1.4357723,2.7810788,0.44961497,0,0,0,0
79,0,0,6.653672,0.9673403,1.4411446,2.7850044,0.4520607,0,0,0,0
80,0,0,6.6819663,0.96965784,1.4461001,2.7885957,0.45458707,0,0,0,0
81,0,0,6.7098656,0.97183484,1.4506581,2.7918627,0.45718852,0,0,0,0
